Support Ticket ID,Product,Customer,Status,Priority,CSAT Score,TTR (hours),Created Date,Resolved Date,Comments
SUP-15078,FNB,Juliet01,In Progress,Low,3,41,2025-02-28,2024-06-16,Product feature missing
SUP-15079,FNA,Delta04,In Progress,Low,4,74,2023-08-26,2023-06-14,Issue resolved quickly
SUP-15080,FNC,Lima04,Closed,High,3,57,2023-05-10,2023-12-06,Product feature missing
SUP-15081,FNA,Bravo01,In Progress,Medium,5,66,2023-02-17,2024-04-10,Slow response time
SUP-15082,FNC,Delta04,Open,High,2,23,2024-09-09,2024-10-12,Unclear communication
SUP-15083,FNA,Mike01,Open,Low,2,38,2023-11-18,2023-11-05,Pending customer feedback
SUP-15084,FNA,Alpha04,In Progress,High,5,146,2024-11-17,2023-09-11,Helpful and responsive
SUP-15085,FNA,Charlie01,Closed,Medium,4,131,2024-10-26,2024-12-06,Excellent support
SUP-15086,FNA,Delta01,Closed,High,4,44,2024-03-27,2025-03-02,Slow response time
SUP-15087,FNC,Victor03,Pending,High,4,5,2023-03-20,2023-06-11,Unclear communication
SUP-15088,FNA,Quebec04,Pending,Medium,5,28,2024-02-26,2023-09-22,Customer waited too long
SUP-15089,FNA,Victor04,Closed,High,1,43,2025-01-05,2023-02-03,Need follow-up
SUP-15090,FNB,Lima03,Pending,Low,1,57,2024-04-02,2024-07-24,Slow response time
SUP-15091,FNC,Mike02,Open,Low,2,105,2023-05-23,2023-01-09,Helpful and responsive
SUP-15092,FNB,Xray01,Closed,Urgent,4,93,2024-09-18,2023-04-30,Resolved after escalation
SUP-15093,FNB,Xray03,Closed,High,5,120,2024-11-12,2024-07-29,Need follow-up
SUP-15094,FNA,Sierra03,Closed,Urgent,4,66,2025-06-25,2023-12-09,Helpful and responsive
SUP-15095,FNB,Alpha02,Closed,Medium,5,70,2023-04-01,2023-02-13,Issue resolved quickly
SUP-15096,FNA,Xray03,In Progress,High,5,65,2023-11-01,2025-07-03,Pending customer feedback
SUP-15097,FNB,Mike04,Pending,Urgent,4,141,2024-12-21,2025-04-18,Issue resolved quickly
SUP-15098,FNC,Tango01,In Progress,High,1,99,2024-09-23,2024-07-26,Helpful and responsive
SUP-15099,FNC,Xray03,Open,Urgent,3,54,2023-08-25,2024-07-29,Resolved after escalation
SUP-15100,FNB,Foxtrot04,Pending,Medium,3,130,2024-08-13,2024-11-23,Need follow-up
SUP-15101,FNB,Charlie03,Open,Urgent,1,112,2025-07-29,2024-11-10,Unclear communication
SUP-15102,FNC,Lima03,Pending,Urgent,5,150,2023-11-29,2024-05-17,Pending customer feedback
SUP-15103,FNA,Sierra04,Open,High,2,32,2024-10-02,2023-06-03,Unclear communication
SUP-15104,FNB,Tango02,Open,Urgent,1,78,2024-09-03,2025-07-28,Helpful and responsive
SUP-15105,FNA,Papa04,Open,Medium,1,139,2023-08-16,2024-09-23,Product feature missing
SUP-15106,FNA,Oscar04,Pending,Urgent,3,114,2025-02-07,2025-02-02,Excellent support
SUP-15107,FNA,Victor04,Open,Low,5,82,2024-08-15,2024-11-25,Resolved after escalation
SUP-15108,FNC,Kilo02,Closed,Low,4,49,2025-06-14,2023-02-27,Unclear communication
SUP-15109,FNC,India03,In Progress,Medium,1,89,2023-06-21,2023-08-21,Customer waited too long
SUP-15110,FNB,Romeo03,Closed,Low,3,141,2024-02-16,2024-05-10,Customer waited too long
SUP-15111,FNB,Uniform02,Open,Low,3,164,2023-07-18,2023-11-13,Need follow-up
SUP-15112,FNC,Whiskey03,Open,High,1,110,2023-05-28,2025-07-08,Customer waited too long
SUP-15113,FNA,Papa02,Open,Urgent,5,40,2023-07-07,2023-04-27,Issue resolved quickly
SUP-15114,FNB,Whiskey02,In Progress,Low,2,71,2024-07-08,2025-01-24,Slow response time
SUP-15115,FNB,Delta03,Closed,High,4,144,2024-10-30,2023-07-13,Product feature missing
SUP-15116,FNC,India03,In Progress,High,5,101,2023-01-20,2023-03-26,Product feature missing
SUP-15117,FNB,Uniform03,In Progress,High,3,97,2023-12-25,2023-11-26,Need follow-up
SUP-15118,FNB,November04,Open,High,3,97,2023-09-27,2025-05-04,Resolved after escalation
SUP-15119,FNB,Oscar03,Pending,Low,1,140,2023-02-26,2024-07-29,Resolved after escalation
SUP-15120,FNA,Romeo02,Pending,Medium,2,17,2024-06-02,2024-01-16,Need follow-up
SUP-15121,FNC,Juliet02,Open,Medium,2,76,2025-02-07,2023-04-22,Pending customer feedback
SUP-15122,FNA,Whiskey04,Pending,Urgent,2,49,2023-09-10,2025-07-23,Issue resolved quickly
SUP-15123,FNC,Alpha04,Open,Low,4,37,2023-10-24,2023-11-10,Need follow-up
SUP-15124,FNA,Mike04,In Progress,High,5,38,2024-12-16,2024-09-20,Product feature missing
SUP-15125,FNB,India04,Closed,Low,5,28,2023-08-20,2023-12-06,Pending customer feedback
SUP-15126,FNA,Kilo01,Open,Medium,3,159,2024-05-13,2024-01-27,Product feature missing
SUP-15127,FNA,Tango03,In Progress,High,4,156,2025-07-02,2025-04-06,Need follow-up
SUP-15128,FNC,Romeo01,Pending,Low,4,136,2023-11-19,2023-11-27,Issue resolved quickly
SUP-15129,FNB,Charlie01,Open,Low,3,99,2023-10-04,2025-03-26,Helpful and responsive
SUP-15130,FNC,Victor04,Closed,High,4,19,2023-04-24,2023-07-30,Customer waited too long
SUP-15131,FNB,November01,Closed,Urgent,2,30,2023-04-08,2023-04-20,Pending customer feedback
SUP-15132,FNB,Charlie02,Closed,Medium,5,95,2024-07-06,2024-08-03,Unclear communication
SUP-15133,FNB,Yankee02,In Progress,Urgent,1,155,2023-09-05,2023-02-05,Product feature missing
SUP-15134,FNA,Juliet02,Pending,Medium,3,16,2024-03-19,2024-02-01,Resolved after escalation
SUP-15135,FNA,Sierra02,Closed,Urgent,1,15,2023-06-17,2025-05-03,Excellent support
SUP-15136,FNB,Hotel02,Open,High,4,144,2024-10-14,2023-12-14,Helpful and responsive
SUP-15137,FNC,Lima03,Open,Medium,2,2,2024-09-04,2024-08-24,Resolved after escalation
SUP-15138,FNC,Mike01,In Progress,Urgent,5,153,2023-08-03,2024-03-14,Issue resolved quickly
SUP-15139,FNA,Lima04,Pending,Medium,1,61,2023-03-14,2024-01-23,Product feature missing
SUP-15140,FNC,Uniform01,Pending,Medium,1,17,2024-07-06,2024-09-20,Product feature missing
SUP-15141,FNB,Quebec02,Closed,Urgent,2,3,2023-12-15,2023-03-11,Need follow-up
SUP-15142,FNC,Lima02,Closed,High,2,68,2023-10-27,2023-01-05,Pending customer feedback
SUP-15143,FNB,Papa01,Open,Low,3,27,2025-04-02,2024-12-02,Issue resolved quickly
SUP-15144,FNC,Whiskey01,Pending,Low,5,96,2024-09-02,2025-04-15,Product feature missing
SUP-15145,FNA,Hotel04,Open,High,2,101,2024-02-08,2024-10-01,Product feature missing
SUP-15146,FNC,Hotel03,Pending,Urgent,5,97,2024-03-02,2024-09-07,Unclear communication
SUP-15147,FNA,Alpha04,Closed,High,2,42,2025-05-30,2025-02-19,Slow response time
SUP-15148,FNC,Bravo02,In Progress,Medium,3,116,2023-06-12,2024-12-23,Customer waited too long
SUP-15149,FNA,Mike01,In Progress,Urgent,1,76,2024-10-26,2024-10-30,Unclear communication
SUP-15150,FNC,Xray02,In Progress,Low,1,98,2023-12-10,2024-09-02,Customer waited too long
SUP-15151,FNB,Yankee01,Pending,Medium,4,156,2024-10-24,2024-03-30,Issue resolved quickly
SUP-15152,FNC,India02,Closed,Medium,3,17,2024-07-10,2025-01-17,Customer waited too long
SUP-15153,FNC,Sierra01,Pending,Medium,2,93,2023-12-28,2025-04-05,Customer waited too long
SUP-15154,FNC,Alpha04,Closed,High,2,127,2024-05-19,2023-08-05,Issue resolved quickly
SUP-15155,FNB,Victor04,Closed,Medium,3,131,2024-05-27,2025-02-12,Unclear communication
SUP-15156,FNB,Tango03,In Progress,High,3,132,2024-12-26,2024-03-01,Need follow-up
SUP-15157,FNA,India01,Closed,Medium,3,54,2023-12-10,2024-04-20,Excellent support
SUP-15158,FNC,Uniform04,Closed,Medium,5,84,2023-11-26,2024-11-03,Slow response time
SUP-15159,FNB,Tango03,Closed,Low,3,11,2025-01-04,2024-07-05,Helpful and responsive
SUP-15160,FNA,Echo04,Closed,Urgent,3,90,2024-09-03,2025-03-25,Need follow-up
SUP-15161,FNC,Tango03,Open,Urgent,3,6,2025-02-15,2024-10-12,Issue resolved quickly
SUP-15162,FNB,November01,In Progress,Urgent,1,133,2023-12-03,2024-10-26,Slow response time
SUP-15163,FNB,Mike04,Open,Medium,3,97,2023-10-20,2023-10-17,Helpful and responsive
SUP-15164,FNC,Delta03,Pending,Urgent,4,128,2024-02-21,2024-01-07,Excellent support
SUP-15165,FNB,Romeo02,In Progress,Low,4,40,2024-04-29,2023-02-01,Unclear communication
SUP-15166,FNA,Hotel04,In Progress,Low,1,19,2023-10-12,2024-02-12,Issue resolved quickly
SUP-15167,FNA,Oscar01,Closed,Low,3,30,2023-02-25,2023-08-21,Issue resolved quickly
SUP-15168,FNB,Tango04,Open,Urgent,5,63,2024-12-15,2025-03-08,Pending customer feedback
SUP-15169,FNB,Alpha01,Pending,Urgent,5,104,2023-11-03,2024-11-08,Issue resolved quickly
SUP-15170,FNB,Delta04,Closed,Urgent,4,90,2025-01-12,2023-04-03,Slow response time
SUP-15171,FNA,November04,Pending,Urgent,4,101,2023-04-20,2024-07-30,Need follow-up
SUP-15172,FNA,India04,Pending,Urgent,1,164,2023-01-15,2023-05-25,Unclear communication
SUP-15173,FNB,Sierra01,Open,Medium,3,73,2023-09-08,2023-02-26,Customer waited too long
SUP-15174,FNA,November01,In Progress,Medium,1,45,2024-12-11,2023-03-14,Helpful and responsive
SUP-15175,FNC,Uniform01,Pending,High,4,148,2023-12-28,2025-03-02,Helpful and responsive
SUP-15176,FNA,Juliet02,In Progress,Low,2,117,2024-03-25,2024-05-03,Issue resolved quickly
SUP-15177,FNB,Xray03,Pending,Urgent,4,67,2024-10-12,2024-11-18,Helpful and responsive
SUP-15178,FNA,Kilo04,Open,Low,5,13,2023-08-23,2023-08-05,Need follow-up
SUP-15179,FNC,November04,In Progress,Low,1,105,2025-05-26,2023-01-19,Helpful and responsive
SUP-15180,FNB,Charlie02,Open,Low,1,43,2025-01-21,2024-08-19,Customer waited too long
SUP-15181,FNA,Romeo04,In Progress,Urgent,1,101,2023-01-09,2024-04-02,Slow response time
SUP-15182,FNC,Golf03,Pending,Urgent,5,159,2023-01-11,2025-05-03,Need follow-up
SUP-15183,FNA,Xray02,Pending,Urgent,2,44,2024-07-25,2025-05-11,Issue resolved quickly
SUP-15184,FNC,Uniform02,In Progress,High,1,93,2023-05-30,2024-03-14,Helpful and responsive
SUP-15185,FNC,Foxtrot01,Closed,High,2,145,2024-01-19,2025-03-10,Resolved after escalation
SUP-15186,FNA,Bravo04,Open,High,2,41,2023-08-24,2024-08-14,Issue resolved quickly
SUP-15187,FNB,Papa02,Pending,High,3,53,2024-11-20,2024-11-13,Slow response time
SUP-15188,FNC,Echo01,Open,Urgent,4,152,2024-11-25,2024-11-08,Product feature missing
SUP-15189,FNB,Oscar03,Open,Medium,1,161,2023-04-07,2023-11-24,Unclear communication
SUP-15190,FNC,Kilo02,In Progress,Low,3,25,2023-10-18,2023-01-14,Issue resolved quickly
SUP-15191,FNC,Delta04,In Progress,Urgent,2,113,2023-02-15,2025-04-22,Slow response time
SUP-15192,FNC,Xray01,Closed,Low,5,72,2023-10-24,2024-12-29,Helpful and responsive
SUP-15193,FNB,Golf02,In Progress,Medium,2,39,2025-02-09,2025-03-20,Helpful and responsive
SUP-15194,FNA,Delta02,Closed,Medium,1,19,2025-07-04,2023-12-21,Product feature missing
SUP-15195,FNC,India01,In Progress,Low,5,22,2024-06-10,2024-02-01,Product feature missing
SUP-15196,FNA,Foxtrot02,In Progress,Low,4,55,2023-02-13,2024-07-01,Resolved after escalation
SUP-15197,FNC,Alpha04,In Progress,Urgent,3,147,2023-05-24,2023-11-03,Unclear communication
SUP-15198,FNC,Whiskey01,Closed,Urgent,5,52,2024-02-05,2023-01-09,Issue resolved quickly
SUP-15199,FNC,Xray04,Pending,Medium,2,54,2023-07-26,2025-05-09,Product feature missing
SUP-15200,FNC,Hotel03,In Progress,High,3,42,2023-06-15,2023-05-14,Slow response time
SUP-15201,FNA,Xray02,Closed,Urgent,5,23,2025-01-10,2025-04-14,Excellent support
SUP-15202,FNA,Papa01,Open,High,1,126,2025-07-28,2023-01-23,Customer waited too long
SUP-15203,FNB,Uniform04,Closed,High,5,31,2024-08-17,2024-11-14,Resolved after escalation
SUP-15204,FNC,Yankee02,Pending,Urgent,3,166,2024-10-09,2023-11-15,Slow response time
SUP-15205,FNA,Quebec04,Open,High,4,96,2024-07-04,2025-02-23,Customer waited too long
SUP-15206,FNA,Yankee04,In Progress,Low,5,124,2024-11-14,2024-01-24,Issue resolved quickly
SUP-15207,FNA,Charlie01,Pending,Medium,3,45,2025-03-21,2024-12-30,Product feature missing
SUP-15208,FNA,Juliet03,Open,Medium,3,6,2025-04-27,2025-07-04,Product feature missing
SUP-15209,FNB,Hotel04,Closed,Urgent,1,81,2023-03-02,2024-05-25,Slow response time
SUP-15210,FNC,Golf03,Open,Medium,2,136,2024-10-09,2025-04-09,Pending customer feedback
SUP-15211,FNC,Bravo01,Pending,Medium,4,14,2024-07-13,2024-03-14,Helpful and responsive
SUP-15212,FNC,Xray04,Pending,Low,3,94,2023-12-28,2023-12-16,Unclear communication
SUP-15213,FNA,Golf04,In Progress,High,2,134,2023-09-30,2023-05-17,Slow response time
SUP-15214,FNC,Kilo04,Open,Medium,3,116,2024-11-08,2023-06-07,Resolved after escalation
SUP-15215,FNB,Uniform04,Closed,Low,4,141,2024-12-10,2024-09-22,Product feature missing
SUP-15216,FNB,November02,Open,High,5,65,2023-06-02,2024-03-09,Issue resolved quickly
SUP-15217,FNA,Lima02,In Progress,Low,5,11,2024-09-07,2023-08-04,Unclear communication
SUP-15218,FNA,Mike01,Closed,Medium,4,150,2024-04-15,2024-05-22,Excellent support
SUP-15219,FNC,Yankee04,Closed,Low,2,99,2023-03-13,2024-11-30,Issue resolved quickly
SUP-15220,FNB,Victor02,Closed,Urgent,1,68,2025-05-28,2025-03-18,Helpful and responsive
SUP-15221,FNA,India04,In Progress,Low,4,72,2025-06-26,2023-04-26,Need follow-up
SUP-15222,FNC,Juliet02,Pending,Urgent,4,163,2023-08-15,2024-09-12,Customer waited too long
SUP-15223,FNB,Whiskey02,In Progress,Low,2,32,2025-05-15,2023-11-03,Excellent support
SUP-15224,FNA,Romeo01,Open,High,4,145,2023-10-24,2023-05-02,Customer waited too long
SUP-15225,FNA,Uniform04,Closed,High,1,89,2025-01-08,2023-08-01,Issue resolved quickly
SUP-15226,FNC,Quebec04,Closed,Low,2,150,2024-02-26,2023-01-03,Product feature missing
SUP-15227,FNA,Echo04,Closed,Urgent,4,32,2024-04-12,2024-06-13,Helpful and responsive
SUP-15228,FNA,Golf01,In Progress,Urgent,3,95,2025-04-22,2023-06-21,Product feature missing
SUP-15229,FNC,Hotel03,Pending,Medium,1,12,2025-05-26,2024-05-31,Excellent support
SUP-15230,FNA,Kilo01,Closed,Medium,3,72,2025-02-24,2025-05-12,Pending customer feedback
SUP-15231,FNA,Sierra03,Open,Low,1,110,2024-12-12,2024-07-25,Need follow-up
SUP-15232,FNA,Sierra04,In Progress,High,4,99,2023-04-07,2023-09-23,Slow response time
SUP-15233,FNA,Sierra02,Closed,High,2,10,2024-07-09,2023-10-14,Resolved after escalation
SUP-15234,FNC,Mike01,Open,Medium,4,163,2024-03-14,2023-01-30,Slow response time
SUP-15235,FNC,Oscar03,Pending,Urgent,2,81,2023-03-11,2023-07-07,Issue resolved quickly
SUP-15236,FNC,November04,Open,Medium,1,141,2024-07-10,2023-05-15,Issue resolved quickly
SUP-15237,FNB,Echo04,Closed,Medium,5,163,2023-02-18,2024-12-04,Helpful and responsive
SUP-15238,FNA,India04,Pending,Low,3,73,2025-04-02,2024-08-04,Pending customer feedback
SUP-15239,FNA,Golf01,In Progress,Medium,5,82,2024-12-31,2023-11-15,Pending customer feedback
SUP-15240,FNB,Whiskey04,In Progress,Low,1,137,2023-05-06,2023-08-27,Excellent support
SUP-15241,FNB,Yankee01,In Progress,High,2,92,2023-05-03,2024-09-07,Unclear communication
SUP-15242,FNB,Hotel03,In Progress,Medium,3,28,2023-06-29,2023-04-17,Unclear communication
SUP-15243,FNA,Charlie01,Closed,Medium,1,38,2023-05-19,2024-04-18,Helpful and responsive
SUP-15244,FNB,Echo01,Pending,High,3,47,2024-09-02,2024-01-08,Resolved after escalation
SUP-15245,FNC,Charlie04,In Progress,Medium,5,151,2023-07-11,2024-03-01,Slow response time
SUP-15246,FNB,Yankee03,Pending,High,1,97,2024-08-07,2024-03-06,Product feature missing
SUP-15247,FNC,Hotel03,Closed,Medium,5,2,2023-03-13,2024-07-05,Pending customer feedback
SUP-15248,FNB,Echo03,In Progress,High,2,15,2023-08-05,2024-02-08,Unclear communication
SUP-15249,FNC,Quebec01,In Progress,Medium,4,2,2023-11-18,2023-08-09,Unclear communication
SUP-15250,FNA,Lima03,Pending,High,1,162,2024-07-17,2024-07-19,Customer waited too long
SUP-15251,FNA,Sierra04,In Progress,Low,5,56,2023-11-06,2024-11-13,Need follow-up
SUP-15252,FNC,Golf04,Pending,High,5,114,2024-03-28,2024-06-17,Resolved after escalation
SUP-15253,FNC,Kilo04,In Progress,Urgent,4,49,2024-05-24,2024-06-21,Product feature missing
SUP-15254,FNB,Delta01,In Progress,High,2,145,2024-08-03,2023-05-23,Issue resolved quickly
SUP-15255,FNC,Alpha03,Closed,Medium,1,36,2024-02-25,2025-01-19,Product feature missing
SUP-15256,FNA,Tango03,In Progress,Urgent,2,56,2023-01-08,2024-05-24,Slow response time
SUP-15257,FNA,Romeo02,Open,Low,3,24,2023-10-01,2023-11-29,Slow response time
SUP-15258,FNA,Whiskey03,In Progress,Low,4,61,2024-03-01,2023-08-06,Slow response time
SUP-15259,FNB,Oscar01,Open,Medium,2,65,2023-08-02,2023-03-30,Pending customer feedback
SUP-15260,FNB,Alpha03,Open,Urgent,5,130,2024-01-20,2024-10-10,Product feature missing
SUP-15261,FNB,Romeo04,Pending,Medium,4,135,2024-04-20,2024-02-08,Unclear communication
SUP-15262,FNC,Sierra01,Open,Urgent,1,119,2024-10-12,2024-05-18,Issue resolved quickly
SUP-15263,FNC,Oscar01,Pending,High,1,4,2025-02-21,2024-09-22,Excellent support
SUP-15264,FNB,Foxtrot03,Pending,Medium,2,78,2025-01-01,2024-09-19,Helpful and responsive
SUP-15265,FNC,Mike02,Pending,Urgent,5,120,2023-01-23,2023-12-31,Pending customer feedback
SUP-15266,FNB,Uniform02,Open,Low,5,142,2023-01-25,2023-01-17,Pending customer feedback
SUP-15267,FNB,Uniform03,Closed,High,2,71,2024-11-28,2023-01-23,Need follow-up
SUP-15268,FNC,Delta04,Pending,Urgent,3,133,2023-12-17,2025-02-02,Product feature missing
SUP-15269,FNA,Juliet04,Open,Low,3,78,2024-07-29,2024-03-09,Helpful and responsive
SUP-15270,FNC,Romeo03,Pending,Low,2,135,2025-05-06,2024-04-08,Product feature missing
SUP-15271,FNB,Sierra03,Pending,High,5,67,2024-06-16,2023-02-15,Unclear communication
SUP-15272,FNB,Romeo01,Closed,High,1,91,2024-05-29,2023-04-27,Slow response time
SUP-15273,FNA,Delta01,Pending,Urgent,1,115,2023-03-31,2025-01-06,Helpful and responsive
SUP-15274,FNC,Hotel04,Open,Medium,5,164,2024-05-31,2024-04-12,Slow response time
SUP-15275,FNB,Uniform03,Open,Urgent,4,123,2023-02-27,2024-04-01,Product feature missing
SUP-15276,FNA,Quebec01,Closed,Low,4,10,2024-10-15,2023-04-04,Issue resolved quickly
SUP-15277,FNC,Romeo04,Open,Low,4,53,2025-07-02,2023-07-13,Customer waited too long
SUP-15278,FNC,Echo01,In Progress,Low,2,59,2024-03-12,2023-10-23,Need follow-up
SUP-15279,FNC,Romeo01,Pending,Urgent,3,80,2023-12-16,2024-07-29,Need follow-up
SUP-15280,FNB,Oscar02,Pending,High,2,130,2024-03-29,2023-02-03,Unclear communication
SUP-15281,FNB,Charlie04,Closed,Low,4,154,2024-02-09,2024-04-26,Pending customer feedback
SUP-15282,FNA,Juliet04,Pending,Urgent,4,12,2025-06-07,2023-07-10,Pending customer feedback
SUP-15283,FNA,Golf03,In Progress,High,5,4,2025-05-09,2023-05-05,Excellent support
SUP-15284,FNC,Romeo01,Pending,Medium,1,62,2024-02-27,2024-08-03,Product feature missing
SUP-15285,FNA,Uniform02,Pending,High,5,26,2024-02-06,2024-10-13,Excellent support
SUP-15286,FNB,Mike03,Open,Low,2,28,2023-05-26,2024-01-28,Need follow-up
SUP-15287,FNB,Lima02,In Progress,Low,2,1,2023-06-28,2023-07-20,Pending customer feedback
SUP-15288,FNB,Bravo02,Pending,Medium,2,39,2025-01-30,2023-06-02,Need follow-up
SUP-15289,FNB,Oscar03,In Progress,Urgent,4,127,2023-04-14,2024-11-19,Resolved after escalation
SUP-15290,FNA,Romeo03,In Progress,Urgent,3,78,2025-02-22,2025-04-05,Helpful and responsive
SUP-15291,FNB,Lima02,In Progress,Urgent,1,53,2025-02-03,2024-01-14,Helpful and responsive
SUP-15292,FNB,Uniform02,In Progress,High,3,159,2025-04-24,2024-12-14,Excellent support
SUP-15293,FNA,Yankee02,Closed,Urgent,4,126,2023-04-27,2023-01-22,Unclear communication
SUP-15294,FNB,Foxtrot03,Closed,Low,3,36,2025-04-17,2023-05-01,Customer waited too long
SUP-15295,FNC,Golf03,In Progress,Urgent,5,77,2024-11-08,2023-01-01,Excellent support
SUP-15296,FNA,Alpha03,In Progress,Urgent,5,101,2023-05-17,2025-03-30,Issue resolved quickly
SUP-15297,FNB,Charlie01,In Progress,Low,5,102,2025-05-24,2024-10-11,Need follow-up
SUP-15298,FNA,Yankee04,Closed,Urgent,3,75,2025-03-19,2025-05-30,Slow response time
SUP-15299,FNB,Yankee02,Pending,Medium,5,43,2023-01-10,2025-01-25,Need follow-up
SUP-15300,FNC,Whiskey02,In Progress,High,3,103,2024-08-04,2024-04-18,Excellent support
SUP-15301,FNB,India02,In Progress,Urgent,2,8,2024-02-15,2023-03-21,Issue resolved quickly
SUP-15302,FNC,Juliet04,Pending,Low,3,93,2024-06-15,2024-04-03,Customer waited too long
SUP-15303,FNC,Delta03,Pending,Medium,2,125,2025-04-01,2024-07-22,Need follow-up
SUP-15304,FNC,Papa02,Closed,High,3,29,2023-06-06,2023-11-29,Helpful and responsive
SUP-15305,FNA,India01,In Progress,High,2,66,2023-03-22,2024-02-04,Unclear communication
SUP-15306,FNC,Quebec04,Open,Urgent,3,83,2024-10-24,2023-09-29,Need follow-up
SUP-15307,FNC,Hotel02,In Progress,Low,2,55,2024-03-30,2025-07-27,Issue resolved quickly
SUP-15308,FNC,Delta04,Pending,Urgent,5,12,2024-02-04,2023-11-16,Pending customer feedback
SUP-15309,FNA,Romeo02,In Progress,High,2,120,2023-07-23,2025-05-01,Customer waited too long
SUP-15310,FNC,Golf03,In Progress,High,1,136,2024-08-03,2025-01-23,Excellent support
SUP-15311,FNC,Charlie04,Pending,Low,1,71,2023-01-03,2023-02-14,Product feature missing
SUP-15312,FNB,Xray02,Closed,High,1,50,2024-09-20,2025-01-20,Customer waited too long
SUP-15313,FNC,Xray04,In Progress,Medium,2,62,2023-04-22,2025-04-17,Helpful and responsive
SUP-15314,FNA,Kilo01,In Progress,Low,4,99,2023-10-26,2023-07-25,Unclear communication
SUP-15315,FNB,Foxtrot04,Pending,Urgent,4,66,2024-05-19,2025-05-06,Pending customer feedback
SUP-15316,FNA,Golf04,In Progress,High,3,131,2024-04-12,2023-08-03,Need follow-up
SUP-15317,FNB,Yankee02,Open,Low,5,166,2023-04-10,2024-07-22,Issue resolved quickly
SUP-15318,FNC,Kilo02,Closed,Urgent,4,160,2024-01-04,2024-09-27,Customer waited too long
SUP-15319,FNC,Victor02,Pending,Urgent,4,76,2025-07-31,2025-03-13,Product feature missing
SUP-15320,FNC,Uniform01,In Progress,Low,3,146,2025-05-08,2024-06-27,Customer waited too long
SUP-15321,FNC,Delta02,Open,Urgent,3,147,2024-02-17,2024-06-11,Excellent support
SUP-15322,FNA,Tango03,Closed,High,4,35,2023-10-11,2023-07-16,Product feature missing
SUP-15323,FNC,Papa04,Pending,Urgent,2,145,2023-03-05,2024-12-09,Product feature missing
SUP-15324,FNB,Tango03,Closed,Urgent,4,20,2023-01-16,2024-12-11,Pending customer feedback
SUP-15325,FNC,Romeo04,Closed,High,3,105,2024-10-18,2023-01-07,Need follow-up
SUP-15326,FNA,Oscar02,Pending,Urgent,3,91,2023-11-14,2023-06-01,Helpful and responsive
SUP-15327,FNA,Tango02,Closed,Medium,5,69,2024-11-13,2024-01-13,Slow response time
SUP-15328,FNC,Quebec01,Open,Urgent,5,62,2025-07-16,2024-07-06,Issue resolved quickly
SUP-15329,FNC,Quebec01,Closed,Low,5,98,2023-09-02,2023-02-13,Pending customer feedback
SUP-15330,FNC,Echo01,Open,Urgent,3,108,2023-02-14,2025-01-31,Slow response time
SUP-15331,FNA,Juliet01,Pending,Medium,4,112,2023-12-11,2024-12-18,Resolved after escalation
SUP-15332,FNA,Tango01,Closed,Medium,4,100,2023-05-15,2023-07-20,Product feature missing
SUP-15333,FNB,November03,In Progress,High,2,103,2025-01-10,2024-11-04,Need follow-up
SUP-15334,FNC,Tango02,Pending,Low,1,47,2024-03-22,2023-08-12,Slow response time
SUP-15335,FNA,Delta04,Pending,High,4,127,2025-07-05,2025-02-03,Product feature missing
SUP-15336,FNC,Lima03,Pending,Urgent,2,99,2024-03-17,2024-04-26,Customer waited too long
SUP-15337,FNC,Victor02,Pending,Low,4,132,2023-07-17,2024-10-11,Resolved after escalation
SUP-15338,FNB,November01,In Progress,Low,4,26,2023-09-14,2024-01-28,Need follow-up
SUP-15339,FNB,Victor01,Open,Low,4,17,2023-04-19,2024-06-09,Unclear communication
SUP-15340,FNA,Oscar04,Open,Urgent,1,16,2024-05-06,2023-11-16,Unclear communication
SUP-15341,FNB,Mike02,In Progress,Medium,1,94,2025-06-07,2024-07-09,Slow response time
SUP-15342,FNA,Yankee03,In Progress,Urgent,5,53,2023-02-08,2024-12-16,Unclear communication
SUP-15343,FNC,Uniform03,Closed,Medium,5,49,2024-05-11,2024-02-21,Resolved after escalation
SUP-15344,FNA,Delta02,Open,Low,4,1,2024-09-16,2023-11-03,Unclear communication
SUP-15345,FNB,Whiskey01,Pending,Urgent,4,44,2024-01-22,2025-02-04,Slow response time
SUP-15346,FNA,Delta02,Pending,High,5,71,2024-03-19,2023-01-05,Customer waited too long
SUP-15347,FNC,November02,Open,Low,5,4,2024-12-07,2025-01-08,Customer waited too long
SUP-15348,FNC,Quebec01,In Progress,Urgent,5,153,2024-10-01,2025-04-23,Customer waited too long
SUP-15349,FNC,November03,Open,Urgent,3,25,2023-01-31,2023-08-21,Need follow-up
SUP-15350,FNA,Juliet02,Pending,High,4,113,2024-04-16,2024-09-11,Slow response time
SUP-15351,FNC,Echo01,In Progress,Medium,3,127,2024-05-07,2023-03-12,Product feature missing
SUP-15352,FNB,November01,In Progress,Low,1,27,2024-05-23,2025-01-25,Issue resolved quickly
SUP-15353,FNA,Victor02,In Progress,Urgent,5,89,2023-08-01,2024-05-07,Customer waited too long
SUP-15354,FNA,Whiskey02,Closed,Low,1,147,2024-05-04,2023-11-28,Excellent support
SUP-15355,FNC,Quebec04,In Progress,Medium,3,68,2025-07-05,2024-05-19,Customer waited too long
SUP-15356,FNB,Juliet04,Open,Urgent,1,90,2025-07-31,2023-10-21,Excellent support
